,id,no_civique,rue,no_local,code_postal,etage,entreprise,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,Longitude,Latitude
1924,9989e2ef-3c94-43cd-bf52-21d46a924fad,3455,Rue du Fer-Droit,,J1H 0A8,1,GOLF ET ACADÉMIE LONGCHAMP,819 563-9393,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Terrains de golf et country clubs,713910.0,"Arts, spectacles et loisirs",Terrains de golf et country clubs,1170402490.0,Jacques-Cartier,False,2020-07-14,2024-08-12,-71.95978389999999,45.4444757
1925,cceb4160-713b-42ff-ab84-e6b715abaf11,3325,Boulevard de Portland,,J1L 2P1,1,BUREAU EN GROS,819 562-1966,False,Commerce,Biens semi-courants,Marchandises spécialisées,Magasins de fournitures de bureau et de papeterie,459410.0,Commerce de détail,Détaillants de fournitures de bureau et de papeterie,1173183782.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.95694523197469,45.40390403423421
1926,92ae084b-9545-4da4-8ac3-9372f8f087f0,3315,Boulevard de Portland,,J1L 2P1,1,LE JARDIN DES AMINAUX INC.,819 563-8056,False,Commerce,Biens courants,Fournitures pour animaux,Animaleries et magasins de fournitures pour animaux,459910.0,Commerce de détail,Animaleries et détaillants de fournitures pour animaux,1148912356.0,Jacques-Cartier,False,2020-04-16,2024-08-08,-71.95731094844484,45.40389093366166
1927,9056d7d6-5b64-4088-84f4-62d4d046236f,3710,Rue Charles-Hamel,,J1L 1M6,1,ÉGLISE SAINT-CHARLES GARNIER,819 563-7754,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1143111905.0,Jacques-Cartier,False,2020-04-16,2024-07-17,-71.957047,45.4106113
1928,e8b41947-1382-4660-b335-8de5d2ef310b,3320,Boulevard de Portland,,J1L 2A6,1,SAQ,819 822-2402,False,Commerce,Biens courants,Biens récréatifs,"Magasins de bière, de vin et de spiritueux",445320.0,Commerce de détail,"Détaillants de bière, de vin et de spiritueux",1144941458.0,Jacques-Cartier,True,2020-04-16,2024-07-08,-71.95705671952108,45.402666507988776
1929,55f994d8-c6e2-4f76-9dcb-96125af957c7,3290,Boulevard de Portland,,J1L 2A6,1,SUBWAY,819 565-0825,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1168869858.0,Jacques-Cartier,True,2020-04-16,2024-07-08,-71.95678289864355,45.40245427369043
1931,34bdc9b5-0951-4ec9-8b42-7ef1c6707935,3280,Boulevard de Portland,,J1L 2A6,1,BOUCLAIR MAISON,819 820-2833,False,Commerce,Biens semi-courants,Passe-temps,Magasins d'articles de couture et de travaux d'aiguille et de tissus à la pièce,459130.0,Commerce de détail,Détaillants d'articles de couture et de travaux d'aiguille et de tissus à la pièce,1161809869.0,Jacques-Cartier,True,2020-04-16,2024-07-08,-71.95686266588385,45.40228396163983
1932,26190937-caf4-40a4-b5e4-f4f7496a200c,3270,Boulevard de Portland,300,J1L 2A6,1,ARCHAMBAULT,819 564-8255,False,Commerce,Biens semi-courants,Passe-temps,Librairies et marchands de journaux,459210.0,Commerce de détail,Librairies et marchands de journaux,1170803416.0,Jacques-Cartier,True,2020-04-16,2024-07-08,-71.95686266588386,45.4021503318253
1933,739c0954-0bd4-4f11-94dd-5d16beb523f4,3310,Boulevard de Portland,,J1L 2A6,1,DORMEZ-VOUS,819 823-0077,False,Commerce,Biens réfléchis,Ameublement,Matelas,449110.0,Commerce de détail,Détaillants de meubles,1168770767.0,Jacques-Cartier,True,2020-04-16,2024-07-08,-71.9567814992183,45.40262032744545
1934,fd0273d3-14c3-4112-a6a6-6c9a49ea9486,3350,Boulevard de Portland,,J1L 2A6,1,WOLRD GYM SHERBROOKE,819 416-2500,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Conditionnement physique,713940.0,"Arts, spectacles et loisirs",Centres de sports récréatifs et de conditionnement physique,1173629339.0,Jacques-Cartier,False,2020-04-16,2024-07-08,-71.95707689999999,45.4005491
1935,340ce3ee-5794-4004-a6dd-f673c16b74c5,3200,Boulevard de Portland,,J1L 1R8,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2021-03-01,2024-07-08,-71.95564870000001,45.4027076
1936,8f3aa42e-aa5d-4f96-8acc-b0347096778d,3135,Boulevard de Portland,,J1L 2P1,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-04-16,2024-08-02,-71.95369110175048,45.40421844706412
1937,94c0fbc4-7704-4c31-b5fa-b7d316c550fe,3155,Boulevard de Portland,,J1L 2P1,1,AU VIEUX DULUTH,819 829-9449,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1141277641.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.95439034790961,45.40418471327138
1938,3ea6bbd9-71d6-49f8-a97e-f93400217b15,3151,Boulevard de Portland,,J1L 2P1,1,LE GRENIER,819 562-4598,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour femmes,458112.0,Commerce de détail,Détaillants de vêtements pour femmes,1144015568.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.95418416592007,45.40419830504465
1939,b1f32ba2-369b-449c-9db1-2c9142a19da3,3143,Boulevard de Portland,,J1L 2P1,1,RESTAURANT EGGSQUIS,819 346-3553,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1164912769.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.95381984887517,45.404214516914536
1940,a5af22a4-9550-4319-a19b-9a7c0f753f8d,3147,Boulevard de Portland,,J1L 2P1,1,MOORES VÊTEMENTS POUR HOMMES,819 346-1919,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour hommes,458111.0,Commerce de détail,Détaillants de vêtements pour hommes,1146663142.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.95405028756937,45.40420501905194
1941,e4658a0c-278a-4b4e-805d-0578b88f643b,3025,Boulevard de Portland,,J1L 2Y7,1,MAXI,819 562-4041,False,Commerce,Biens courants,Alimentation,Supermarchés et autres épiceries (sauf les dépanneurs),445110.0,Commerce de détail,Supermarchés et autres épiceries (sauf les dépanneurs),1149017775.0,Jacques-Cartier,True,2020-04-16,2024-08-08,-71.9513042,45.4045134
1942,9b1aa563-179c-4063-aabe-0820a0862772,2980,Boulevard de Portland,,J1L 1R8,1,YELLOW CHAUSSURES,819 562-0539,False,Commerce,Biens semi-courants,Mode,Magasins de chaussures,458210.0,Commerce de détail,Détaillants de chaussures,1143358746.0,Jacques-Cartier,True,2020-04-16,2024-07-08,-71.9502225,45.4030388
1943,2d6bcf57-3ace-4494-a4f2-c7cc052218b8,3232,Rue Richard,6,J1L 1Y2,1,ENTRETIEN NETTOYAGE DM,819 572-3125,False,Commerce,Services d'affaires,Services d'entretien d'immeuble,Tous les autres services relatifs aux bâtiments et aux logements,561799.0,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement",Tous les autres services relatifs aux bâtiments et aux logements,1175904730.0,Jacques-Cartier,False,2020-04-16,2024-07-17,-71.9483183,45.410037
1947,235e2d96-5707-4b9f-b10d-c73270a0d327,2880,Boulevard de Portland,,J1L 2A4,1,CRÈMERIE AMS,819 829-9931,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Bar laitier, crémerie et beigneries",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,2261387635.0,Jacques-Cartier,False,2022-01-10,2024-07-08,-71.94668802785081,45.40320593324199
1948,ead97f2f-da8f-46f2-bf3b-12f4635f22f9,330,Rue des Érables,,J1L 2A9,1,PHARMACIE UNIPRIX,819 823-1515,False,Commerce,Biens courants,Pharmacies,Pharmacies,456110.0,Commerce de détail,Pharmacies,1175178244.0,Jacques-Cartier,True,2020-04-16,2024-06-26,-71.94672336333885,45.40299697616551
1949,c898d82a-0963-410e-9cb1-1636c49e1bdb,326,Rue des Érables,,J1L 2A9,1,MR. PUFF,819 791-5883,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Bar laitier, crémerie et beigneries",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1176404052.0,Jacques-Cartier,True,2020-12-15,2024-07-08,-71.94670190548474,45.40290003030015
1951,bd813b3c-7c7b-40e2-a034-327aad2c644b,2960,Rue King Ouest,,J1L 1Y7,1,TOK TOK SHERBROOKE,819 821-2654,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1173971459.0,Jacques-Cartier,False,2022-02-11,2024-06-27,-71.94485327756,45.39612506741941
1953,b2a0f45b-979a-410a-8654-5928a84c393a,1165,Rue Émile-Zola,,J1L 0C4,1,CPE PÉPINOT ET CAPUCINE INC.,819 563-5535,False,Commerce,Services professionnels,Centre de la petite enfance (CPE) et garderie,Services de garderie,624410.0,Soins de santé et assistance sociale,Services de garderie,1144111466.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.9410297,45.4119333
1954,ab8d5df3-ab05-4b3b-8905-4e0d3c5ce173,2690,Chemin des Écossais,,J1H 0A7,1,CLUB DE GOLF DES ÉCOSSAIS,819 564-9292,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Terrains de golf et country clubs,713910.0,"Arts, spectacles et loisirs",Terrains de golf et country clubs,2272891435.0,Jacques-Cartier,False,2020-07-14,2024-07-16,-71.93868739999999,45.448196
1955,2de7f799-db15-4312-ad04-abeec87d8582,125,Rue des Quatre-Pins,,J1J 2L5,1,PÉTROLES SHERBROOKE INC.,819 565-1770,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de pétrole et de produits pétroliers,412110.0,Commerce de gros,Grossistes-marchands de pétrole et de produits pétroliers,1142604173.0,Jacques-Cartier,False,2020-04-16,2024-07-09,-71.9343569,45.3967206
1956,1080beb2-63f2-41b1-a8d4-3a7c6ecd1536,45,Rue Cate,,J1J 2N9,"-1,1",TECHSPORT,819 565-8626,False,Commerce,Biens semi-courants,Sports,Magasins spécialisés en équipement et en fournitures de cyclisme,459113.0,Commerce de détail,Détaillants spécialisés en équipement et en fournitures de cyclisme,1162297387.0,Jacques-Cartier,False,2020-04-16,2024-08-07,-71.931985,45.39910849999999
1957,f8dd8078-21fd-4199-851f-e697b7c3ff51,3555,Boulevard Queen-Victoria,,J1H 0B6,1,DÉPANNEUR BONI-SOIR,819 348-9353,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1167738419.0,Jacques-Cartier,True,2020-07-14,2024-08-01,-71.9312255,45.448007700000005
1958,3e51af32-c36a-40c6-949f-39ef717c7572,3531,Boulevard Queen-Victoria,,J1H 0B6,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-07-14,2024-07-03,-71.9308557,45.4478159
1959,9375c681-c1db-4007-8087-7d08fb0ad7bd,3065,Boulevard Queen-Victoria,,J1J 4N8,1,TRANSPORT ET CAMIONNAGE HARRY INC.,819 566-2664,False,Commerce de gros/para-industriel,Transport,Transport de marchandises,Transport local par camion de marchandises diverses,484110.0,Transport et entreposage,Transport local par camion de marchandises diverses,1142409102.0,Jacques-Cartier,False,2021-07-06,2024-08-13,-71.9245794,45.4409131
1960,25d6aa89-2667-4783-8db9-03dd5595b1b9,2837,Boulevard Queen-Victoria,,J1J 4N8,1,BOUCHERIE FACE DE BOEUF,819 481-5555,False,Commerce,Biens courants,Alimentation,Boucheries,445240.0,Commerce de détail,Boucheries,1142421347.0,Jacques-Cartier,False,2020-06-05,2024-08-13,-71.9216941,45.4396754
1961,652f6f2a-b1a9-46f0-8abb-1477ed62c597,1900,Rue Prospect,,J1J 1K7,1,SHERBROOKE SNOW SHOE CLUB,819 565-0355,False,Commerce,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organisations civiques et sociales,813410.0,Autres services (sauf les administrations publiques),Organisations civiques et sociales,1168056506.0,Jacques-Cartier,False,2020-04-16,2024-07-19,-71.921195,45.4086089
1962,01bbd3d1-4014-45d8-b533-12410bddbeb7,201,Boulevard Jacques-Cartier Sud,,J1J 2Z4,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2021-02-25,2024-07-10,-71.9192334,45.3956797
1963,38ecde4d-8ad1-4267-abd1-08b282c7a1ed,203,Boulevard Jacques-Cartier Sud,,J1J 2Z4,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2021-02-25,2024-07-10,-71.9192334,45.3956797
1964,de0e7e40-568f-4f39-bad9-1566703408f5,205,Boulevard Jacques-Cartier Sud,,J1J 2Z4,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2021-02-25,2024-07-10,-71.9192334,45.3956797
1965,21560cfb-48c8-4bfc-9ca5-4141909cd655,705,Boulevard Jacques-Cartier Nord,,J1J 4C8,1,COUCHE-TARD,819 822-4533,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1142811703.0,Jacques-Cartier,True,2020-09-01,2024-07-19,-71.919017,45.4095623
1966,ead7cad1-27c3-4314-93aa-5fcc9ce1a125,1208,Rue King Ouest,,J1H 1S2,1,SISSI CAMERON COLLECTION,819 542-7800,False,Commerce,Biens semi-courants,Mode,Magasins de chaussures,458210.0,Commerce de détail,Détaillants de chaussures,2267474098.0,Jacques-Cartier,False,2020-08-06,2024-07-10,-71.90740199999999,45.3985972
1967,d86a06aa-2948-4ed6-9e61-9a1627c18742,1214,Rue King Ouest,,J1H 1S2,1,L'ATELIER DE COIFFURE,819 919-0124,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,2269477149.0,Jacques-Cartier,False,2020-08-06,2024-07-10,-71.90740199999999,45.3985972
1968,b826d1d0-00ac-4dc8-83ee-83fb5ed65d69,1204,Rue King Ouest,,J1H 1S2,1,Ô MASCULIN COIFFURE,819 933-6008,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure pour hommes,812114.0,Autres services (sauf les administrations publiques),Salons de coiffure pour hommes,2261511598.0,Jacques-Cartier,False,2020-08-06,2024-07-10,-71.90740199999999,45.3985972
1969,be56a347-029e-45c5-8a13-0fe6afeaa4f1,2365,Boulevard Queen-Victoria,,J1J 3X6,1,INVESTISSEMENT RENÉ ST-PIERRE LTEE,819 821-0717,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910.0,Construction,Entrepreneurs en préparation de terrains,1142834887.0,Jacques-Cartier,False,2020-06-05,2024-08-13,-71.9166195,45.4338905
1970,4fcbbb6b-3bda-4bde-b426-09e36061d98a,25,Rue Bryant,,J1J 3E5,1,LA LIÉGEOISE,819 569-3243,False,Commerce,Biens courants,Alimentation,Boulangeries-pâtisseries,445291.0,Commerce de détail,Boulangeries-pâtisseries,1160359569.0,Jacques-Cartier,False,2020-02-28,2024-08-05,-71.91649009999999,45.3991755
1971,b0116036-64a3-4c61-8115-bf9a94192a07,1680,Rue Garant,,J1J 1J2,"1, 2",CPE CARROSSE-CITROUILLE,819 565-8295,False,Commerce,Services professionnels,Centre de la petite enfance (CPE) et garderie,Services de garderie,624410.0,Soins de santé et assistance sociale,Services de garderie,1143785989.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.9159136,45.4108316
1972,b3b64792-6101-430c-9f4b-88e9e2721006,1425,Rue King Ouest,,J1J 2C1,"1, 2",RESTAURANT PHO LOC,819 569-1467,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1167550400.0,Jacques-Cartier,False,2020-02-06,2024-08-05,-71.9115008,45.3988674
1973,4a0d5ec2-7979-4383-8063-e374b96f1d22,1681,Boulevard Queen-Victoria,,J1J 4N7,1,NAPA AUTOPRO LES SPÉCIALISTES DE L'AUTO,819 823-6961,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1144416816.0,Jacques-Cartier,True,2020-09-01,2024-08-13,-71.91098210000001,45.4244693
1974,27370718-9111-4a03-92c3-1710c3d59048,1605,Boulevard Queen-Victoria,,J1J 0B9,1,POSTES CANADA,1 866 607-6301,False,Commerce de gros/para-industriel,Transport,Livraison,Services postaux,491110.0,Transport et entreposage,Services postaux,8821276050.0,Jacques-Cartier,True,2020-09-01,2024-08-13,-71.9109439,45.42327559999999
1975,530e33c1-23f9-4013-a591-f50ceae44607,851,Rue de l'Ontario,,J1J 3R9,"1, 2, 3",ÉCOLE PRIMAIRE SAINTE-ANNE,819 822-5674,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.909232,45.4111679
1976,2282d674-d44f-421a-9c9f-b74ecb728407,1301,Boulevard de Portland,,J1J 1S2,"1, 2,3",CHAMPLAIN REGIONAL COLLEGE,819 564-3600,False,Institution,Services d'enseignement,Services d'enseignement,Collèges communautaires et cégeps,611210.0,Services d'enseignement,Collèges communautaires et cégeps,8814178347.0,Jacques-Cartier,False,2020-09-01,2024-08-12,-71.9088403,45.4039405
1977,604119b8-374d-4cdb-a01e-5240dcfc5be4,1285,Boulevard Queen-Victoria,,J1J 4N7,"1,2",L.L. TECH,819 566-7262,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,2271425532.0,Jacques-Cartier,False,2020-09-01,2024-08-13,-71.9086018,45.4202623
1978,6871bbb4-e985-46a9-9e64-6ddd69405bec,1304,Rue des Sables,,J1J 1B4,1,T. G. C. INC.,819 566-8884,False,Commerce de gros/para-industriel,Construction,Construction,Construction d'aqueducs et d'égouts et structures connexes,237110.0,Construction,Construction d'aqueducs et d'égouts et structures connexes,1142408591.0,Jacques-Cartier,False,2020-09-01,2024-08-13,-71.9084264,45.4197902
1979,e81c9573-2875-407b-ac52-08739f088f99,765,Rue de l'Ontario,,J1J 3R9,1,SALON MYRABEL INC.,819 566-4404,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,,Jacques-Cartier,False,2020-09-01,2024-07-19,-71.908322,45.4098966
1980,4937800f-30c9-4c14-81ae-63a8b6a251e7,1221,Boulevard Queen-Victoria,,J1J 4N6,1,GARAGE R. GOMEZ,819 823-9847,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1171704183.0,Jacques-Cartier,False,2020-09-01,2024-08-13,-71.9075405,45.4182842
